datetime,power_in_kW,wind_speed_in_m_per_s,wind_direction_in_deg
2023-01-01 00:00:00,3000.0,12.4,207.79
2023-01-01 01:00:00,3000.0,12.81,212.1
2023-01-01 02:00:00,3000.0,13.03,212.68
2023-01-01 03:00:00,3000.0,12.84,212.53
2023-01-01 04:00:00,3000.0,12.93,211.65
2023-01-01 05:00:00,3000.0,13.28,211.8
2023-01-01 06:00:00,3000.0,13.41,216.8
2023-01-01 07:00:00,3000.0,13.02,218.68
2023-01-01 08:00:00,3000.0,12.25,223.87
2023-01-01 09:00:00,2965.79,11.3,239.99
2023-01-01 10:00:00,2958.15,11.23,262.01
2023-01-01 11:00:00,2786.83,10.66,268.77
2023-01-01 12:00:00,2573.97,10.17,267.36
2023-01-01 13:00:00,2340.94,9.72,263.47
2023-01-01 14:00:00,2429.78,9.88,264.18
2023-01-01 15:00:00,2527.05,10.07,267.07
2023-01-01 16:00:00,2460.1,9.93,269.03
2023-01-01 17:00:00,2357.2,9.75,269.97
2023-01-01 18:00:00,2201.61,9.46,270.74
2023-01-01 19:00:00,2078.88,9.24,272.36
2023-01-01 20:00:00,1788.63,8.74,272.3
2023-01-01 21:00:00,1420.56,8.08,268.35
2023-01-01 22:00:00,1202.58,7.61,264.23
2023-01-01 23:00:00,1086.36,7.33,260.88
2023-01-02 00:00:00,983.96,7.08,256.85
2023-01-02 01:00:00,1080.91,7.32,252.99
2023-01-02 02:00:00,1170.5,7.54,249.06
2023-01-02 03:00:00,1347.79,7.94,241.95
2023-01-02 04:00:00,1651.67,8.51,231.64
2023-01-02 05:00:00,2161.1,9.39,219.98
2023-01-02 06:00:00,2653.83,10.36,215.11
2023-01-02 07:00:00,2968.42,11.33,213.75
2023-01-02 08:00:00,3000.0,12.3,217.83
2023-01-02 09:00:00,3000.0,13.49,221.3
2023-01-02 10:00:00,3000.0,14.94,224.34
2023-01-02 11:00:00,3000.0,15.52,229.57
2023-01-02 12:00:00,3000.0,16.01,232.55
2023-01-02 13:00:00,3000.0,15.99,241.48
2023-01-02 14:00:00,3000.0,15.73,248.11
2023-01-02 15:00:00,3000.0,15.7,251.27
2023-01-02 16:00:00,3000.0,16.08,251.23
2023-01-02 17:00:00,3000.0,16.16,254.29
2023-01-02 18:00:00,3000.0,16.2,258.6
2023-01-02 19:00:00,3000.0,15.91,262.45
2023-01-02 20:00:00,3000.0,15.82,266.69
2023-01-02 21:00:00,3000.0,15.77,270.49
2023-01-02 22:00:00,3000.0,15.89,275.13
2023-01-02 23:00:00,3000.0,15.52,282.69
2023-01-03 00:00:00,3000.0,14.68,288.56
2023-01-03 01:00:00,3000.0,13.86,290.25
2023-01-03 02:00:00,3000.0,13.31,290.86
2023-01-03 03:00:00,3000.0,12.73,289.46
2023-01-03 04:00:00,3000.0,12.4,286.78
2023-01-03 05:00:00,3000.0,12.3,284.29
2023-01-03 06:00:00,3000.0,12.2,281.92
2023-01-03 07:00:00,3000.0,12.56,281.88
2023-01-03 08:00:00,3000.0,13.47,287.78
2023-01-03 09:00:00,3000.0,13.27,290.43
2023-01-03 10:00:00,3000.0,12.59,293.42
2023-01-03 11:00:00,2943.97,11.08,293.2
2023-01-03 12:00:00,2266.8,9.58,289.28
2023-01-03 13:00:00,1796.93,8.75,284.69
2023-01-03 14:00:00,1652.32,8.51,280.57
2023-01-03 15:00:00,1459.62,8.15,277.44
2023-01-03 16:00:00,1260.97,7.74,269.94
2023-01-03 17:00:00,1285.91,7.8,262.39
2023-01-03 18:00:00,1272.5,7.77,257.23
2023-01-03 19:00:00,1289.73,7.81,251.28
2023-01-03 20:00:00,1416.11,8.08,241.58
2023-01-03 21:00:00,1647.61,8.5,235.96
2023-01-03 22:00:00,2016.04,9.13,233.81
2023-01-03 23:00:00,2125.16,9.33,229.69
2023-01-04 00:00:00,2400.05,9.82,225.91
2023-01-04 01:00:00,2758.4,10.59,222.59
2023-01-04 02:00:00,2987.01,11.57,220.71
2023-01-04 03:00:00,3000.0,12.01,221.9
2023-01-04 04:00:00,3000.0,12.1,223.79
2023-01-04 05:00:00,3000.0,12.04,225.69
2023-01-04 06:00:00,2999.4,11.98,227.47
2023-01-04 07:00:00,2958.97,11.23,227.94
2023-01-04 08:00:00,2846.67,10.8,229.44
2023-01-04 09:00:00,2612.91,10.26,232.13
2023-01-04 10:00:00,2838.43,10.78,233.46
2023-01-04 11:00:00,2694.11,10.45,235.3
2023-01-04 12:00:00,2547.7,10.11,236.58
2023-01-04 13:00:00,2256.43,9.56,235.81
2023-01-04 14:00:00,1962.09,9.03,235.71
2023-01-04 15:00:00,1685.91,8.56,234.76
2023-01-04 16:00:00,1596.94,8.41,231.94
2023-01-04 17:00:00,1693.27,8.58,231.14
2023-01-04 18:00:00,1694.83,8.58,233.33
2023-01-04 19:00:00,1616.03,8.44,235.85
2023-01-04 20:00:00,1396.78,8.04,240.09
2023-01-04 21:00:00,1108.22,7.39,248.72
2023-01-04 22:00:00,906.53,6.88,256.84
2023-01-04 23:00:00,583.58,6.07,274.05
2023-01-05 00:00:00,390.91,5.35,295.01
2023-01-05 01:00:00,221.71,4.55,314.98
2023-01-05 02:00:00,140.11,4.1,329.42
2023-01-05 03:00:00,128.92,4.04,338.12
2023-01-05 04:00:00,129.09,4.04,335.71
2023-01-05 05:00:00,157.25,4.2,331.66
2023-01-05 06:00:00,165.98,4.24,325.53
2023-01-05 07:00:00,123.67,4.01,319.0
2023-01-05 08:00:00,215.43,4.52,310.07
2023-01-05 09:00:00,456.6,5.61,304.27
2023-01-05 10:00:00,586.78,6.08,303.93
2023-01-05 11:00:00,842.22,6.72,301.94
2023-01-05 12:00:00,1062.98,7.27,299.98
2023-01-05 13:00:00,1128.03,7.44,297.99
2023-01-05 14:00:00,1520.05,8.27,297.31
2023-01-05 15:00:00,1778.12,8.72,298.5
2023-01-05 16:00:00,1693.24,8.58,300.71
2023-01-05 17:00:00,1458.01,8.15,301.98
2023-01-05 18:00:00,994.2,7.1,296.34
2023-01-05 19:00:00,802.53,6.62,282.95
2023-01-05 20:00:00,1183.67,7.57,276.73
2023-01-05 21:00:00,1315.73,7.87,277.27
2023-01-05 22:00:00,1051.84,7.25,271.83
2023-01-05 23:00:00,850.68,6.74,263.59
2023-01-06 00:00:00,865.84,6.78,257.96
2023-01-06 01:00:00,820.98,6.67,254.27
2023-01-06 02:00:00,730.71,6.44,245.18
2023-01-06 03:00:00,789.85,6.59,233.25
2023-01-06 04:00:00,984.04,7.08,225.41
2023-01-06 05:00:00,1015.37,7.16,220.02
2023-01-06 06:00:00,822.83,6.67,211.9
2023-01-06 07:00:00,1030.97,7.19,208.44
2023-01-06 08:00:00,1211.69,7.63,213.12
2023-01-06 09:00:00,1157.31,7.51,211.01
2023-01-06 10:00:00,1330.54,7.9,203.48
2023-01-06 11:00:00,1275.83,7.78,200.95
2023-01-06 12:00:00,1227.31,7.67,195.0
2023-01-06 13:00:00,1519.71,8.27,189.52
2023-01-06 14:00:00,1973.34,9.05,185.8
2023-01-06 15:00:00,2442.0,9.9,183.87
2023-01-06 16:00:00,2704.99,10.47,183.93
2023-01-06 17:00:00,2826.27,10.75,185.66
2023-01-06 18:00:00,2812.56,10.72,187.69
2023-01-06 19:00:00,2806.94,10.71,188.21
2023-01-06 20:00:00,2806.32,10.7,187.36
2023-01-06 21:00:00,2759.78,10.6,186.96
2023-01-06 22:00:00,2753.53,10.58,185.7
2023-01-06 23:00:00,2640.73,10.33,183.96
2023-01-07 00:00:00,2519.97,10.05,182.51
2023-01-07 01:00:00,2286.76,9.62,182.25
2023-01-07 02:00:00,2071.21,9.23,182.06
2023-01-07 03:00:00,1965.92,9.04,181.15
2023-01-07 04:00:00,1931.71,8.98,180.53
2023-01-07 05:00:00,1850.73,8.84,181.84
2023-01-07 06:00:00,1583.04,8.38,185.13
2023-01-07 07:00:00,1099.1,7.37,192.04
2023-01-07 08:00:00,652.68,6.25,205.01
2023-01-07 09:00:00,474.81,5.69,216.23
2023-01-07 10:00:00,693.25,6.35,217.57
2023-01-07 11:00:00,969.46,7.04,228.99
2023-01-07 12:00:00,1515.56,8.26,236.45
2023-01-07 13:00:00,2358.57,9.75,243.92
2023-01-07 14:00:00,2905.05,10.93,251.87
2023-01-07 15:00:00,3000.0,12.24,251.1
2023-01-07 16:00:00,3000.0,15.45,255.87
2023-01-07 17:00:00,3000.0,16.68,265.23
2023-01-07 18:00:00,3000.0,16.47,270.65
2023-01-07 19:00:00,3000.0,16.29,272.52
2023-01-07 20:00:00,3000.0,15.67,273.52
2023-01-07 21:00:00,3000.0,14.98,275.27
2023-01-07 22:00:00,3000.0,14.83,277.41
2023-01-07 23:00:00,3000.0,14.11,279.33
2023-01-08 00:00:00,3000.0,13.45,279.7
2023-01-08 01:00:00,3000.0,12.85,280.48
2023-01-08 02:00:00,3000.0,12.16,280.91
2023-01-08 03:00:00,2989.78,11.66,281.45
2023-01-08 04:00:00,2965.13,11.3,281.01
2023-01-08 05:00:00,2948.03,11.12,281.82
2023-01-08 06:00:00,2781.59,10.65,282.87
2023-01-08 07:00:00,2602.09,10.24,283.57
2023-01-08 08:00:00,2534.8,10.08,284.68
2023-01-08 09:00:00,2520.36,10.05,286.33
2023-01-08 10:00:00,2472.99,9.95,287.32
2023-01-08 11:00:00,2186.58,9.44,288.45
2023-01-08 12:00:00,1917.55,8.96,289.77
2023-01-08 13:00:00,1608.11,8.43,291.76
2023-01-08 14:00:00,1491.07,8.21,294.81
2023-01-08 15:00:00,1267.22,7.76,297.17
2023-01-08 16:00:00,1067.72,7.29,297.53
2023-01-08 17:00:00,932.15,6.95,299.63
2023-01-08 18:00:00,770.84,6.54,301.05
2023-01-08 19:00:00,580.02,6.07,302.64
2023-01-08 20:00:00,453.91,5.6,303.78
2023-01-08 21:00:00,328.15,5.1,301.95
2023-01-08 22:00:00,284.82,4.9,293.89
2023-01-08 23:00:00,220.46,4.55,287.21
2023-01-09 00:00:00,269.33,4.81,282.6
2023-01-09 01:00:00,291.36,4.94,282.34
2023-01-09 02:00:00,261.64,4.77,279.82
2023-01-09 03:00:00,282.51,4.89,279.77
2023-01-09 04:00:00,335.93,5.13,280.79
2023-01-09 05:00:00,324.81,5.09,281.72
2023-01-09 06:00:00,313.35,5.04,281.08
2023-01-09 07:00:00,340.58,5.15,278.48
2023-01-09 08:00:00,448.24,5.58,278.87
2023-01-09 09:00:00,539.38,5.94,281.49
2023-01-09 10:00:00,562.28,6.02,285.1
2023-01-09 11:00:00,547.17,5.97,286.21
2023-01-09 12:00:00,576.27,6.06,286.22
2023-01-09 13:00:00,482.1,5.71,287.04
2023-01-09 14:00:00,444.6,5.57,289.53
2023-01-09 15:00:00,468.28,5.66,294.25
2023-01-09 16:00:00,490.73,5.75,297.6
2023-01-09 17:00:00,460.13,5.63,299.99
2023-01-09 18:00:00,432.89,5.52,300.76
2023-01-09 19:00:00,453.27,5.6,301.81
2023-01-09 20:00:00,438.5,5.54,303.27
2023-01-09 21:00:00,485.85,5.73,304.33
2023-01-09 22:00:00,763.58,6.53,303.15
2023-01-09 23:00:00,697.64,6.36,303.42
2023-01-10 00:00:00,724.62,6.43,305.92
2023-01-10 01:00:00,812.39,6.65,311.13
2023-01-10 02:00:00,866.18,6.78,316.05
2023-01-10 03:00:00,884.62,6.83,319.66
2023-01-10 04:00:00,934.55,6.95,322.52
2023-01-10 05:00:00,794.52,6.6,325.02
2023-01-10 06:00:00,619.66,6.16,330.34
2023-01-10 07:00:00,486.72,5.73,330.37
2023-01-10 08:00:00,432.24,5.52,328.78
2023-01-10 09:00:00,476.12,5.69,327.44
2023-01-10 10:00:00,665.7,6.28,330.22
2023-01-10 11:00:00,634.81,6.2,332.81
2023-01-10 12:00:00,665.9,6.28,336.45
2023-01-10 13:00:00,704.5,6.38,341.79
2023-01-10 14:00:00,763.23,6.53,347.5
2023-01-10 15:00:00,752.66,6.5,353.57
2023-01-10 16:00:00,710.72,6.39,357.99
2023-01-10 17:00:00,594.28,6.1,0.99
2023-01-10 18:00:00,480.14,5.71,3.96
2023-01-10 19:00:00,399.81,5.39,7.28
2023-01-10 20:00:00,328.47,5.1,11.88
2023-01-10 21:00:00,323.91,5.08,15.96
2023-01-10 22:00:00,359.29,5.23,22.2
2023-01-10 23:00:00,282.89,4.89,26.78
2023-01-11 00:00:00,264.0,4.79,27.55
2023-01-11 01:00:00,252.62,4.72,28.2
2023-01-11 02:00:00,206.64,4.47,30.6
2023-01-11 03:00:00,164.04,4.23,31.39
2023-01-11 04:00:00,174.72,4.29,34.48
2023-01-11 05:00:00,149.78,4.15,37.9
2023-01-11 06:00:00,33.08,3.14,42.78
2023-01-11 07:00:00,17.93,2.94,47.25
2023-01-11 08:00:00,14.43,2.75,49.93
2023-01-11 09:00:00,7.32,2.37,53.12
2023-01-11 10:00:00,12.9,2.66,44.72
2023-01-11 11:00:00,10.92,2.55,44.29
2023-01-11 12:00:00,8.02,2.4,44.73
2023-01-11 13:00:00,10.1,2.51,47.69
2023-01-11 14:00:00,12.76,2.65,52.27
2023-01-11 15:00:00,21.89,3.03,57.32
2023-01-11 16:00:00,29.92,3.11,61.54
2023-01-11 17:00:00,17.54,2.92,66.35
2023-01-11 18:00:00,14.38,2.74,72.46
2023-01-11 19:00:00,14.84,2.77,79.87
2023-01-11 20:00:00,32.13,3.13,85.85
2023-01-11 21:00:00,76.23,3.55,90.46
2023-01-11 22:00:00,109.9,3.88,91.59
2023-01-11 23:00:00,125.9,4.02,97.45
2023-01-12 00:00:00,114.25,3.92,105.29
2023-01-12 01:00:00,132.39,4.06,110.46
2023-01-12 02:00:00,174.52,4.29,117.84
2023-01-12 03:00:00,211.31,4.5,127.43
2023-01-12 04:00:00,208.89,4.48,131.03
2023-01-12 05:00:00,169.7,4.26,125.81
2023-01-12 06:00:00,152.95,4.17,120.07
2023-01-12 07:00:00,115.66,3.94,124.25
2023-01-12 08:00:00,250.42,4.71,135.81
2023-01-12 09:00:00,253.25,4.73,140.67
2023-01-12 10:00:00,167.9,4.26,136.42
2023-01-12 11:00:00,178.6,4.31,128.07
2023-01-12 12:00:00,232.3,4.61,120.42
2023-01-12 13:00:00,493.0,5.76,118.81
2023-01-12 14:00:00,904.87,6.88,124.31
2023-01-12 15:00:00,1070.09,7.29,125.24
2023-01-12 16:00:00,1163.12,7.52,125.12
2023-01-12 17:00:00,1383.94,8.02,129.05
2023-01-12 18:00:00,1355.1,7.96,132.19
2023-01-12 19:00:00,1383.64,8.02,133.04
2023-01-12 20:00:00,1428.76,8.1,135.15
2023-01-12 21:00:00,1354.58,7.95,137.32
2023-01-12 22:00:00,1200.96,7.61,137.72
2023-01-12 23:00:00,1066.54,7.28,135.18
2023-01-13 00:00:00,1021.66,7.17,131.7
2023-01-13 01:00:00,1048.4,7.24,128.56
2023-01-13 02:00:00,1199.22,7.6,127.57
2023-01-13 03:00:00,1328.63,7.9,128.27
2023-01-13 04:00:00,1499.19,8.23,130.54
2023-01-13 05:00:00,1505.02,8.24,132.56
2023-01-13 06:00:00,1102.68,7.37,133.41
2023-01-13 07:00:00,927.52,6.94,134.19
2023-01-13 08:00:00,842.7,6.72,134.05
2023-01-13 09:00:00,795.77,6.61,131.49
2023-01-13 10:00:00,774.46,6.55,124.12
2023-01-13 11:00:00,1025.72,7.18,119.42
2023-01-13 12:00:00,1194.34,7.59,116.82
2023-01-13 13:00:00,1709.44,8.6,118.1
2023-01-13 14:00:00,2028.67,9.15,121.86
2023-01-13 15:00:00,2183.23,9.43,125.84
2023-01-13 16:00:00,2300.47,9.64,127.9
2023-01-13 17:00:00,2314.16,9.67,128.35
2023-01-13 18:00:00,2251.11,9.55,127.22
2023-01-13 19:00:00,2168.6,9.41,125.51
2023-01-13 20:00:00,2132.51,9.34,123.73
2023-01-13 21:00:00,2100.37,9.28,123.8
2023-01-13 22:00:00,1997.56,9.1,122.58
2023-01-13 23:00:00,1908.06,8.94,123.81
2023-01-14 00:00:00,1787.39,8.74,125.12
2023-01-14 01:00:00,1670.23,8.54,124.87
2023-01-14 02:00:00,1689.4,8.57,122.6
2023-01-14 03:00:00,1895.62,8.92,120.76
2023-01-14 04:00:00,2050.82,9.19,121.18
2023-01-14 05:00:00,1961.51,9.03,120.58
2023-01-14 06:00:00,1529.4,8.28,118.06
2023-01-14 07:00:00,1397.66,8.04,117.08
2023-01-14 08:00:00,1468.94,8.17,118.53
2023-01-14 09:00:00,1434.22,8.11,118.71
2023-01-14 10:00:00,1491.01,8.21,114.19
2023-01-14 11:00:00,1594.66,8.4,112.12
2023-01-14 12:00:00,1510.93,8.25,111.01
2023-01-14 13:00:00,1732.49,8.64,111.52
2023-01-14 14:00:00,1871.24,8.88,112.35
2023-01-14 15:00:00,1956.66,9.02,112.75
2023-01-14 16:00:00,2122.81,9.32,112.24
2023-01-14 17:00:00,2204.73,9.47,111.83
2023-01-14 18:00:00,2218.6,9.5,111.38
2023-01-14 19:00:00,2187.35,9.44,111.94
2023-01-14 20:00:00,2172.15,9.41,111.04
2023-01-14 21:00:00,2172.55,9.41,109.15
2023-01-14 22:00:00,2308.05,9.66,105.63
2023-01-14 23:00:00,2331.99,9.7,104.25
2023-01-15 00:00:00,2351.52,9.74,104.67
2023-01-15 01:00:00,2342.67,9.72,106.23
2023-01-15 02:00:00,2279.5,9.61,108.88
2023-01-15 03:00:00,2269.49,9.59,109.66
2023-01-15 04:00:00,2353.23,9.74,108.52
2023-01-15 05:00:00,2240.58,9.54,106.76
2023-01-15 06:00:00,1752.06,8.68,105.7
2023-01-15 07:00:00,1464.17,8.16,106.62
2023-01-15 08:00:00,1421.49,8.09,106.95
2023-01-15 09:00:00,1446.62,8.13,104.41
2023-01-15 10:00:00,1769.53,8.71,98.37
2023-01-15 11:00:00,1952.94,9.02,95.33
2023-01-15 12:00:00,2090.94,9.27,92.92
2023-01-15 13:00:00,2510.2,10.03,93.19
2023-01-15 14:00:00,2723.97,10.52,93.62
2023-01-15 15:00:00,2830.52,10.76,94.52
2023-01-15 16:00:00,2841.82,10.78,96.35
2023-01-15 17:00:00,2732.29,10.53,98.55
2023-01-15 18:00:00,2612.06,10.26,100.13
2023-01-15 19:00:00,2514.39,10.04,101.47
2023-01-15 20:00:00,2432.55,9.88,102.35
2023-01-15 21:00:00,2395.96,9.82,102.95
2023-01-15 22:00:00,2654.54,10.36,100.31
2023-01-15 23:00:00,2841.87,10.79,100.44
2023-01-16 00:00:00,2802.69,10.7,100.7
2023-01-16 01:00:00,2713.69,10.49,101.25
2023-01-16 02:00:00,2538.02,10.09,102.11
2023-01-16 03:00:00,2489.7,9.99,101.41
2023-01-16 04:00:00,2554.72,10.13,100.4
2023-01-16 05:00:00,2556.29,10.13,99.67
2023-01-16 06:00:00,2177.6,9.42,100.46
2023-01-16 07:00:00,1565.52,8.35,102.72
2023-01-16 08:00:00,1248.18,7.71,105.15
2023-01-16 09:00:00,1091.98,7.35,103.47
2023-01-16 10:00:00,1324.61,7.89,98.58
2023-01-16 11:00:00,1496.78,8.22,95.2
2023-01-16 12:00:00,1737.14,8.65,93.63
2023-01-16 13:00:00,2183.11,9.43,94.23
2023-01-16 14:00:00,2476.93,9.96,94.62
2023-01-16 15:00:00,2645.68,10.34,95.87
2023-01-16 16:00:00,2696.86,10.45,98.74
2023-01-16 17:00:00,2735.58,10.54,102.4
2023-01-16 18:00:00,2748.99,10.57,104.1
2023-01-16 19:00:00,2759.87,10.6,104.61
2023-01-16 20:00:00,2727.31,10.52,104.87
2023-01-16 21:00:00,2664.91,10.38,104.59
2023-01-16 22:00:00,2728.59,10.53,101.29
2023-01-16 23:00:00,2710.31,10.48,100.15
2023-01-17 00:00:00,2685.68,10.43,98.91
2023-01-17 01:00:00,2694.01,10.45,97.83
2023-01-17 02:00:00,2672.15,10.4,97.67
2023-01-17 03:00:00,2739.62,10.55,97.26
2023-01-17 04:00:00,2810.86,10.71,98.03
2023-01-17 05:00:00,2756.34,10.59,99.05
2023-01-17 06:00:00,2272.77,9.59,99.95
2023-01-17 07:00:00,2108.64,9.3,102.66
2023-01-17 08:00:00,1867.67,8.87,103.68
2023-01-17 09:00:00,1693.12,8.58,101.67
2023-01-17 10:00:00,1843.4,8.83,97.95
2023-01-17 11:00:00,1988.1,9.08,95.77
2023-01-17 12:00:00,1939.65,8.99,94.37
2023-01-17 13:00:00,2158.0,9.39,93.16
2023-01-17 14:00:00,2290.8,9.63,92.54
2023-01-17 15:00:00,2475.12,9.96,92.81
2023-01-17 16:00:00,2741.21,10.56,94.13
2023-01-17 17:00:00,2962.22,11.27,96.13
2023-01-17 18:00:00,2987.5,11.58,98.51
2023-01-17 19:00:00,2986.89,11.56,100.76
2023-01-17 20:00:00,2955.71,11.2,101.32
2023-01-17 21:00:00,2832.63,10.76,100.17
2023-01-17 22:00:00,2738.88,10.55,95.94
2023-01-17 23:00:00,2768.59,10.62,94.21
2023-01-18 00:00:00,2746.53,10.57,93.86
2023-01-18 01:00:00,2721.16,10.51,92.4
2023-01-18 02:00:00,2704.72,10.47,92.11
2023-01-18 03:00:00,2689.13,10.44,91.14
2023-01-18 04:00:00,2716.1,10.5,90.82
2023-01-18 05:00:00,2615.38,10.27,89.83
2023-01-18 06:00:00,2213.29,9.49,88.31
2023-01-18 07:00:00,1977.33,9.06,89.13
2023-01-18 08:00:00,1843.06,8.83,88.61
2023-01-18 09:00:00,1656.98,8.52,86.01
2023-01-18 10:00:00,1772.95,8.71,80.94
2023-01-18 11:00:00,1705.58,8.6,77.77
2023-01-18 12:00:00,1599.57,8.41,75.62
2023-01-18 13:00:00,1912.94,8.95,75.49
2023-01-18 14:00:00,2162.36,9.39,75.91
2023-01-18 15:00:00,2352.66,9.74,77.08
2023-01-18 16:00:00,2445.04,9.9,79.06
2023-01-18 17:00:00,2391.52,9.81,80.69
2023-01-18 18:00:00,2233.18,9.52,81.28
2023-01-18 19:00:00,2020.39,9.14,80.92
2023-01-18 20:00:00,1784.04,8.73,78.73
2023-01-18 21:00:00,1449.85,8.14,74.91
2023-01-18 22:00:00,1317.05,7.87,69.23
2023-01-18 23:00:00,1429.63,8.1,65.38
2023-01-19 00:00:00,1622.83,8.45,63.98
2023-01-19 01:00:00,1739.1,8.65,62.97
2023-01-19 02:00:00,1633.0,8.47,63.01
2023-01-19 03:00:00,1533.46,8.29,63.36
2023-01-19 04:00:00,1420.77,8.08,64.66
2023-01-19 05:00:00,1238.49,7.69,65.35
2023-01-19 06:00:00,784.77,6.58,64.41
2023-01-19 07:00:00,818.02,6.66,68.68
2023-01-19 08:00:00,751.93,6.5,70.25
2023-01-19 09:00:00,626.93,6.18,68.65
2023-01-19 10:00:00,668.45,6.29,67.96
2023-01-19 11:00:00,588.23,6.09,67.36
2023-01-19 12:00:00,464.45,5.64,65.41
2023-01-19 13:00:00,493.21,5.76,66.05
2023-01-19 14:00:00,664.84,6.28,67.8
2023-01-19 15:00:00,679.07,6.31,66.55
2023-01-19 16:00:00,607.23,6.13,59.81
2023-01-19 17:00:00,744.66,6.48,53.7
2023-01-19 18:00:00,1059.6,7.27,52.8
2023-01-19 19:00:00,1339.21,7.92,53.75
2023-01-19 20:00:00,1386.38,8.02,56.23
2023-01-19 21:00:00,1329.44,7.9,60.07
2023-01-19 22:00:00,1081.39,7.32,63.8
2023-01-19 23:00:00,1005.27,7.13,65.11
2023-01-20 00:00:00,987.11,7.09,65.16
2023-01-20 01:00:00,1085.22,7.33,65.16
2023-01-20 02:00:00,1191.01,7.59,66.29
2023-01-20 03:00:00,1302.74,7.84,66.69
2023-01-20 04:00:00,1254.2,7.73,69.0
2023-01-20 05:00:00,1123.95,7.43,70.95
2023-01-20 06:00:00,961.34,7.02,73.49
2023-01-20 07:00:00,1302.22,7.84,79.46
2023-01-20 08:00:00,1344.48,7.93,82.31
2023-01-20 09:00:00,1291.24,7.81,82.74
2023-01-20 10:00:00,1540.5,8.3,81.76
2023-01-20 11:00:00,1599.49,8.41,83.91
2023-01-20 12:00:00,1483.6,8.2,86.9
2023-01-20 13:00:00,1483.59,8.2,87.14
2023-01-20 14:00:00,1471.51,8.18,85.59
2023-01-20 15:00:00,1428.77,8.1,83.75
2023-01-20 16:00:00,1568.05,8.35,82.96
2023-01-20 17:00:00,1871.55,8.88,82.66
2023-01-20 18:00:00,2160.58,9.39,81.41
2023-01-20 19:00:00,2363.46,9.76,80.42
2023-01-20 20:00:00,2531.18,10.08,81.84
2023-01-20 21:00:00,2621.61,10.28,84.61
2023-01-20 22:00:00,2667.35,10.39,84.96
2023-01-20 23:00:00,2649.21,10.35,83.79
2023-01-21 00:00:00,2681.86,10.42,81.14
2023-01-21 01:00:00,2817.39,10.73,81.63
2023-01-21 02:00:00,2797.17,10.68,84.1
2023-01-21 03:00:00,2642.69,10.33,84.0
2023-01-21 04:00:00,2507.36,10.02,80.38
2023-01-21 05:00:00,2365.04,9.76,77.42
2023-01-21 06:00:00,2096.17,9.27,79.11
2023-01-21 07:00:00,1710.53,8.61,82.27
2023-01-21 08:00:00,1630.55,8.47,83.86
2023-01-21 09:00:00,1600.21,8.41,83.07
2023-01-21 10:00:00,1856.52,8.85,79.54
2023-01-21 11:00:00,1855.19,8.85,77.08
2023-01-21 12:00:00,1810.06,8.77,74.01
2023-01-21 13:00:00,2095.26,9.27,72.6
2023-01-21 14:00:00,2434.79,9.89,71.01
2023-01-21 15:00:00,2706.5,10.48,70.98
2023-01-21 16:00:00,2823.53,10.74,72.12
2023-01-21 17:00:00,2863.11,10.83,71.38
2023-01-21 18:00:00,2849.2,10.8,70.53
2023-01-21 19:00:00,2818.21,10.73,71.58
2023-01-21 20:00:00,2798.87,10.69,74.79
2023-01-21 21:00:00,2755.57,10.59,77.35
2023-01-21 22:00:00,2717.42,10.5,76.27
2023-01-21 23:00:00,2756.7,10.59,75.33
2023-01-22 00:00:00,2663.22,10.38,73.09
2023-01-22 01:00:00,2565.45,10.15,70.23
2023-01-22 02:00:00,2593.04,10.22,69.36
2023-01-22 03:00:00,2627.91,10.3,71.47
2023-01-22 04:00:00,2683.36,10.42,74.92
2023-01-22 05:00:00,2595.38,10.22,77.11
2023-01-22 06:00:00,2300.81,9.64,76.66
2023-01-22 07:00:00,2028.39,9.15,74.9
2023-01-22 08:00:00,2117.19,9.31,73.71
2023-01-22 09:00:00,2146.5,9.37,74.1
2023-01-22 10:00:00,2334.64,9.71,73.71
2023-01-22 11:00:00,2312.66,9.67,74.53
2023-01-22 12:00:00,2363.53,9.76,73.33
2023-01-22 13:00:00,2576.95,10.18,70.33
2023-01-22 14:00:00,2719.95,10.51,67.46
2023-01-22 15:00:00,2780.94,10.65,67.45
2023-01-22 16:00:00,2793.22,10.67,69.9
2023-01-22 17:00:00,2716.53,10.5,72.0
2023-01-22 18:00:00,2558.98,10.14,73.1
2023-01-22 19:00:00,2337.29,9.71,73.0
2023-01-22 20:00:00,2107.82,9.3,72.44
2023-01-22 21:00:00,1833.12,8.81,71.98
2023-01-22 22:00:00,1550.94,8.32,72.17
2023-01-22 23:00:00,1386.93,8.02,70.9
2023-01-23 00:00:00,1296.4,7.82,65.92
2023-01-23 01:00:00,1288.86,7.81,60.93
2023-01-23 02:00:00,1322.78,7.88,56.78
2023-01-23 03:00:00,1293.0,7.82,55.17
2023-01-23 04:00:00,1320.62,7.88,54.82
2023-01-23 05:00:00,1109.36,7.39,54.72
2023-01-23 06:00:00,604.16,6.13,53.33
2023-01-23 07:00:00,316.73,5.05,50.55
2023-01-23 08:00:00,233.43,4.62,47.94
2023-01-23 09:00:00,196.21,4.41,41.13
2023-01-23 10:00:00,204.7,4.46,31.37
2023-01-23 11:00:00,233.53,4.62,23.24
2023-01-23 12:00:00,317.25,5.06,11.83
2023-01-23 13:00:00,487.12,5.73,3.1
