datetime,wind_speed_in_m_per_s,wind_direction_in_deg
2023-02-25 07:00:00,4.17,189.54
2023-02-25 08:00:00,4.72,182.82
2023-02-25 09:00:00,5.21,178.26
2023-02-25 10:00:00,4.74,170.03
2023-02-25 11:00:00,5.21,160.65
2023-02-25 12:00:00,6.05,151.79
2023-02-25 13:00:00,7.36,142.7
2023-02-25 14:00:00,9.16,136.34
2023-02-25 15:00:00,10.09,136.06
2023-02-25 16:00:00,10.28,136.27
2023-02-25 17:00:00,10.24,135.61
2023-02-25 18:00:00,10.54,134.95
2023-02-25 19:00:00,11.08,135.09
2023-02-25 20:00:00,11.31,136.38
2023-02-25 21:00:00,11.07,139.01
2023-02-25 22:00:00,10.8,138.23
2023-02-25 23:00:00,10.67,139.04
2023-02-26 00:00:00,10.4,139.06
2023-02-26 01:00:00,10.42,137.15
2023-02-26 02:00:00,10.62,134.22
2023-02-26 03:00:00,10.9,132.67
2023-02-26 04:00:00,11.02,132.11
2023-02-26 05:00:00,10.51,132.53
2023-02-26 06:00:00,10.08,132.37
2023-02-26 07:00:00,10.25,132.91
2023-02-26 08:00:00,10.37,132.12
2023-02-26 09:00:00,10.31,130.7
2023-02-26 10:00:00,10.26,126.92
2023-02-26 11:00:00,10.35,123.78
2023-02-26 12:00:00,10.5,122.46
2023-02-26 13:00:00,10.54,120.23
2023-02-26 14:00:00,10.93,120.55
2023-02-26 15:00:00,11.28,121.36
2023-02-26 16:00:00,11.51,123.65
2023-02-26 17:00:00,11.06,125.77
2023-02-26 18:00:00,10.57,129.18
2023-02-26 19:00:00,9.87,133.37
2023-02-26 20:00:00,8.83,135.94
2023-02-26 21:00:00,8.61,137.31
2023-02-26 22:00:00,9.2,136.21
2023-02-26 23:00:00,9.65,136.6
2023-02-27 00:00:00,9.36,137.06
2023-02-27 01:00:00,8.03,133.93
2023-02-27 02:00:00,7.22,129.33
2023-02-27 03:00:00,8.1,131.56
2023-02-27 04:00:00,8.64,134.7
2023-02-27 05:00:00,8.29,137.37
2023-02-27 06:00:00,7.86,140.85
2023-02-27 07:00:00,8.25,144.9
2023-02-27 08:00:00,8.43,147.96
2023-02-27 09:00:00,7.67,152.31
2023-02-27 10:00:00,6.83,155.55
2023-02-27 11:00:00,6.8,153.27
2023-02-27 12:00:00,6.79,149.1
2023-02-27 13:00:00,7.6,143.27
2023-02-27 14:00:00,8.81,146.34
2023-02-27 15:00:00,9.49,151.8
2023-02-27 16:00:00,9.66,158.08
2023-02-27 17:00:00,9.48,162.33
2023-02-27 18:00:00,9.21,166.78
2023-02-27 19:00:00,8.95,172.14
2023-02-27 20:00:00,9.08,178.77
2023-02-27 21:00:00,9.29,186.02
2023-02-27 22:00:00,9.64,193.47
2023-02-27 23:00:00,9.58,199.42
2023-02-28 00:00:00,9.23,206.96
